iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,life_expectancy,DateTime_Out,Entity,Code,Right_Date,Stay at home requirements (OxBSG),Right_DateTime_Out,reference id
MMR,Asia,Myanmar,7/18/2020,339,0,6,0,6.23,0,0.11,0,1548,102499,1.884,0.028,1332,0.024,0.001,samples tested,80.56,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/18/2020,Myanmar,MMR,18-Jul-20,2,7/18/2020,
MMR,Asia,Myanmar,7/19/2020,341,2,6,0,6.267,0.037,0.11,0,1389,103888,1.909,0.026,1389,0.026,0.001,samples tested,80.56,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/19/2020,Myanmar,MMR,19-Jul-20,2,7/19/2020,
MMR,Asia,Myanmar,7/20/2020,341,0,6,0,6.267,0,0.11,0,986,104874,1.927,0.018,1429,0.026,0.001,samples tested,80.56,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/20/2020,Myanmar,MMR,20-Jul-20,2,7/20/2020,
MMR,Asia,Myanmar,7/21/2020,341,0,6,0,6.267,0,0.11,0,761,105635,1.941,0.014,1330,0.024,0.001,samples tested,76.85,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/21/2020,Myanmar,MMR,21-Jul-20,2,7/21/2020,
MMR,Asia,Myanmar,7/22/2020,341,0,6,0,6.267,0,0.11,0,1038,106673,1.961,0.019,1289,0.024,0,samples tested,76.85,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/22/2020,Myanmar,MMR,22-Jul-20,2,7/22/2020,
MMR,Asia,Myanmar,7/23/2020,343,2,6,0,6.304,0.037,0.11,0,1255,107928,1.984,0.023,1232,0.023,0.001,samples tested,76.85,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/23/2020,Myanmar,MMR,23-Jul-20,2,7/23/2020,
MMR,Asia,Myanmar,7/24/2020,343,0,6,0,6.304,0,0.11,0,1406,109334,2.009,0.026,1198,0.022,0,samples tested,76.85,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/24/2020,Myanmar,MMR,24-Jul-20,2,7/24/2020,
MMR,Asia,Myanmar,7/25/2020,346,3,6,0,6.359,0.055,0.11,0,1192,110526,2.031,0.022,1147,0.021,0.001,samples tested,76.85,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/25/2020,Myanmar,MMR,25-Jul-20,2,7/25/2020,
MMR,Asia,Myanmar,7/26/2020,349,3,6,0,6.414,0.055,0.11,0,899,111425,2.048,0.017,1077,0.02,0.001,samples tested,76.85,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/26/2020,Myanmar,MMR,26-Jul-20,2,7/26/2020,
MMR,Asia,Myanmar,7/27/2020,350,1,6,0,6.433,0.018,0.11,0,956,112381,2.065,0.018,1072,0.02,0.001,samples tested,76.85,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/27/2020,Myanmar,MMR,27-Jul-20,2,7/27/2020,
MMR,Asia,Myanmar,7/28/2020,350,0,6,0,6.433,0,0.11,0,1117,113498,2.086,0.021,1123,0.021,0.001,samples tested,76.85,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/28/2020,Myanmar,MMR,28-Jul-20,2,7/28/2020,
MMR,Asia,Myanmar,7/29/2020,351,1,6,0,6.451,0.018,0.11,0,2203,115701,2.126,0.04,1290,0.024,0.001,samples tested,76.85,54409794,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,67.13,7/29/2020,Myanmar,MMR,29-Jul-20,2,7/29/2020,
NPL,Asia,Nepal,2/13/2020,1,0,0,0,0.034,0,0,0,4,24,0.001,0,1,0,0,tests performed,16.67,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,2/13/2020,Nepal,NPL,13-Feb-20,0,2/13/2020,
NPL,Asia,Nepal,2/19/2020,1,0,0,0,0.034,0,0,0,175,210,0.007,0.006,27,0.001,0,tests performed,16.67,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,2/19/2020,Nepal,NPL,19-Feb-20,0,2/19/2020,
NPL,Asia,Nepal,2/20/2020,1,0,0,0,0.034,0,0,0,2,212,0.007,0,27,0.001,0,tests performed,16.67,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,2/20/2020,Nepal,NPL,20-Feb-20,0,2/20/2020,
NPL,Asia,Nepal,2/24/2020,1,0,0,0,0.034,0,0,0,1,217,0.007,0,26,0.001,0,tests performed,16.67,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,2/24/2020,Nepal,NPL,24-Feb-20,0,2/24/2020,
NPL,Asia,Nepal,2/25/2020,1,0,0,0,0.034,0,0,0,4,221,0.008,0,27,0.001,0,tests performed,16.67,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,2/25/2020,Nepal,NPL,25-Feb-20,0,2/25/2020,
NPL,Asia,Nepal,2/26/2020,1,0,0,0,0.034,0,0,0,1,222,0.008,0,2,0,0,tests performed,16.67,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,2/26/2020,Nepal,NPL,26-Feb-20,0,2/26/2020,
NPL,Asia,Nepal,3/2/2020,1,0,0,0,0.034,0,0,0,182,425,0.015,0.006,30,0.001,0,tests performed,22.22,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/2/2020,Nepal,NPL,2-Mar-20,0,3/2/2020,
NPL,Asia,Nepal,3/17/2020,1,0,0,0,0.034,0,0,0,18,496,0.017,0.001,7,0,0,tests performed,22.22,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/17/2020,Nepal,NPL,17-Mar-20,0,3/17/2020,
NPL,Asia,Nepal,3/18/2020,1,0,0,0,0.034,0,0,0,16,512,0.018,0.001,9,0,0,tests performed,36.11,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/18/2020,Nepal,NPL,18-Mar-20,0,3/18/2020,
NPL,Asia,Nepal,3/19/2020,1,0,0,0,0.034,0,0,0,17,529,0.018,0.001,11,0,0,tests performed,47.22,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/19/2020,Nepal,NPL,19-Mar-20,0,3/19/2020,
NPL,Asia,Nepal,3/20/2020,1,0,0,0,0.034,0,0,0,17,546,0.019,0.001,13,0,0,tests performed,58.33,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/20/2020,Nepal,NPL,20-Mar-20,1,3/20/2020,
NPL,Asia,Nepal,3/23/2020,1,0,0,0,0.034,0,0,0,37,609,0.021,0.001,19,0.001,0,tests performed,83.33,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/23/2020,Nepal,NPL,23-Mar-20,2,3/23/2020,
NPL,Asia,Nepal,3/24/2020,2,1,0,0,0.069,0.034,0,0,1,610,0.021,0,16,0.001,0.009,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/24/2020,Nepal,NPL,24-Mar-20,2,3/24/2020,
NPL,Asia,Nepal,3/25/2020,3,1,0,0,0.103,0.034,0,0,77,687,0.024,0.003,25,0.001,0.011,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/25/2020,Nepal,NPL,25-Mar-20,2,3/25/2020,
NPL,Asia,Nepal,3/26/2020,3,0,0,0,0.103,0,0,0,71,758,0.026,0.002,33,0.001,0.009,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/26/2020,Nepal,NPL,26-Mar-20,2,3/26/2020,
NPL,Asia,Nepal,3/27/2020,3,0,0,0,0.103,0,0,0,44,802,0.028,0.002,37,0.001,0.008,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/27/2020,Nepal,NPL,27-Mar-20,2,3/27/2020,
NPL,Asia,Nepal,3/28/2020,3,0,0,0,0.103,0,0,0,73,875,0.03,0.003,45,0.002,0.006,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/28/2020,Nepal,NPL,28-Mar-20,2,3/28/2020,
NPL,Asia,Nepal,3/29/2020,5,2,0,0,0.172,0.069,0,0,42,917,0.031,0.001,49,0.002,0.012,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/29/2020,Nepal,NPL,29-Mar-20,2,3/29/2020,
NPL,Asia,Nepal,3/30/2020,5,0,0,0,0.172,0,0,0,76,993,0.034,0.003,55,0.002,0.01,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/30/2020,Nepal,NPL,30-Mar-20,2,3/30/2020,
NPL,Asia,Nepal,3/31/2020,5,0,0,0,0.172,0,0,0,67,1060,0.036,0.002,64,0.002,0.007,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,3/31/2020,Nepal,NPL,31-Mar-20,2,3/31/2020,
NPL,Asia,Nepal,4/1/2020,5,0,0,0,0.172,0,0,0,85,1145,0.039,0.003,65,0.002,0.004,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/1/2020,Nepal,NPL,1-Apr-20,2,4/1/2020,
NPL,Asia,Nepal,4/2/2020,5,0,0,0,0.172,0,0,0,40,1185,0.041,0.001,61,0.002,0.005,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/2/2020,Nepal,NPL,2-Apr-20,2,4/2/2020,
NPL,Asia,Nepal,4/3/2020,5,0,0,0,0.172,0,0,0,123,1308,0.045,0.004,72,0.002,0.004,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/3/2020,Nepal,NPL,3-Apr-20,2,4/3/2020,
NPL,Asia,Nepal,4/4/2020,6,1,0,0,0.206,0.034,0,0,213,1521,0.052,0.007,92,0.003,0.005,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/4/2020,Nepal,NPL,4-Apr-20,2,4/4/2020,
NPL,Asia,Nepal,4/5/2020,6,0,0,0,0.206,0,0,0,121,1642,0.056,0.004,104,0.004,0.001,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/5/2020,Nepal,NPL,5-Apr-20,2,4/5/2020,
NPL,Asia,Nepal,4/6/2020,9,3,0,0,0.309,0.103,0,0,248,1890,0.065,0.009,128,0.004,0.004,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/6/2020,Nepal,NPL,6-Apr-20,2,4/6/2020,
NPL,Asia,Nepal,4/7/2020,9,0,0,0,0.309,0,0,0,232,2122,0.073,0.008,152,0.005,0.004,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/7/2020,Nepal,NPL,7-Apr-20,2,4/7/2020,
NPL,Asia,Nepal,4/8/2020,9,0,0,0,0.309,0,0,0,244,2366,0.081,0.008,174,0.006,0.003,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/8/2020,Nepal,NPL,8-Apr-20,2,4/8/2020,
NPL,Asia,Nepal,4/9/2020,9,0,0,0,0.309,0,0,0,529,2895,0.099,0.018,244,0.008,0.002,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/9/2020,Nepal,NPL,9-Apr-20,2,4/9/2020,
NPL,Asia,Nepal,4/10/2020,9,0,0,0,0.309,0,0,0,630,3525,0.121,0.022,317,0.011,0.002,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/10/2020,Nepal,NPL,10-Apr-20,2,4/10/2020,
NPL,Asia,Nepal,4/11/2020,9,0,0,0,0.309,0,0,0,901,4426,0.152,0.031,415,0.014,0.001,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/11/2020,Nepal,NPL,11-Apr-20,2,4/11/2020,
NPL,Asia,Nepal,4/12/2020,9,0,0,0,0.309,0,0,0,758,5184,0.178,0.026,506,0.017,0.001,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/12/2020,Nepal,NPL,12-Apr-20,2,4/12/2020,
NPL,Asia,Nepal,4/13/2020,12,3,0,0,0.412,0.103,0,0,507,5691,0.195,0.017,543,0.019,0.001,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/13/2020,Nepal,NPL,13-Apr-20,2,4/13/2020,
NPL,Asia,Nepal,4/14/2020,14,2,0,0,0.48,0.069,0,0,608,6299,0.216,0.021,597,0.02,0.001,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/14/2020,Nepal,NPL,14-Apr-20,2,4/14/2020,
NPL,Asia,Nepal,4/15/2020,16,2,0,0,0.549,0.069,0,0,572,6871,0.236,0.02,644,0.022,0.002,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/15/2020,Nepal,NPL,15-Apr-20,2,4/15/2020,
NPL,Asia,Nepal,4/16/2020,16,0,0,0,0.549,0,0,0,369,7240,0.248,0.013,621,0.021,0.002,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/16/2020,Nepal,NPL,16-Apr-20,2,4/16/2020,
NPL,Asia,Nepal,4/17/2020,16,0,0,0,0.549,0,0,0,218,7458,0.256,0.007,562,0.019,0.002,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/17/2020,Nepal,NPL,17-Apr-20,2,4/17/2020,
NPL,Asia,Nepal,4/18/2020,30,14,0,0,1.03,0.48,0,0,555,8013,0.275,0.019,512,0.018,0.006,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/18/2020,Nepal,NPL,18-Apr-20,2,4/18/2020,
NPL,Asia,Nepal,4/19/2020,31,1,0,0,1.064,0.034,0,0,68,8081,0.277,0.002,414,0.014,0.008,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/19/2020,Nepal,NPL,19-Apr-20,2,4/19/2020,
NPL,Asia,Nepal,4/20/2020,31,0,0,0,1.064,0,0,0,333,8414,0.289,0.011,389,0.013,0.007,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/20/2020,Nepal,NPL,20-Apr-20,2,4/20/2020,
NPL,Asia,Nepal,4/21/2020,31,0,0,0,1.064,0,0,0,349,8763,0.301,0.012,352,0.012,0.007,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/21/2020,Nepal,NPL,21-Apr-20,2,4/21/2020,
NPL,Asia,Nepal,4/22/2020,42,11,0,0,1.441,0.378,0,0,251,9014,0.309,0.009,306,0.011,0.012,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/22/2020,Nepal,NPL,22-Apr-20,2,4/22/2020,
NPL,Asia,Nepal,4/23/2020,45,3,0,0,1.544,0.103,0,0,186,9200,0.316,0.006,280,0.01,0.015,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/23/2020,Nepal,NPL,23-Apr-20,2,4/23/2020,
NPL,Asia,Nepal,4/24/2020,48,3,0,0,1.647,0.103,0,0,202,9402,0.323,0.007,278,0.01,0.016,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/24/2020,Nepal,NPL,24-Apr-20,2,4/24/2020,
NPL,Asia,Nepal,4/25/2020,49,1,0,0,1.682,0.034,0,0,264,9666,0.332,0.009,236,0.008,0.012,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/25/2020,Nepal,NPL,25-Apr-20,2,4/25/2020,
NPL,Asia,Nepal,4/26/2020,49,0,0,0,1.682,0,0,0,265,9931,0.341,0.009,264,0.009,0.01,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/26/2020,Nepal,NPL,26-Apr-20,2,4/26/2020,
NPL,Asia,Nepal,4/27/2020,52,3,0,0,1.785,0.103,0,0,540,10471,0.359,0.019,294,0.01,0.01,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/27/2020,Nepal,NPL,27-Apr-20,2,4/27/2020,
NPL,Asia,Nepal,4/28/2020,52,0,0,0,1.785,0,0,0,336,10807,0.371,0.012,292,0.01,0.01,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/28/2020,Nepal,NPL,28-Apr-20,2,4/28/2020,
NPL,Asia,Nepal,4/29/2020,54,2,0,0,1.853,0.069,0,0,717,11524,0.396,0.025,359,0.012,0.005,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/29/2020,Nepal,NPL,29-Apr-20,2,4/29/2020,
NPL,Asia,Nepal,4/30/2020,57,3,0,0,1.956,0.103,0,0,487,12011,0.412,0.017,402,0.014,0.004,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,4/30/2020,Nepal,NPL,30-Apr-20,2,4/30/2020,
NPL,Asia,Nepal,5/1/2020,57,0,0,0,1.956,0,0,0,566,12577,0.432,0.019,454,0.016,0.003,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/1/2020,Nepal,NPL,1-May-20,2,5/1/2020,
NPL,Asia,Nepal,5/2/2020,59,2,0,0,2.025,0.069,0,0,521,13098,0.45,0.018,490,0.017,0.003,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/2/2020,Nepal,NPL,2-May-20,2,5/2/2020,
NPL,Asia,Nepal,5/3/2020,59,0,0,0,2.025,0,0,0,326,13424,0.461,0.011,499,0.017,0.003,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/3/2020,Nepal,NPL,3-May-20,2,5/3/2020,
NPL,Asia,Nepal,5/4/2020,75,16,0,0,2.574,0.549,0,0,216,13640,0.468,0.007,453,0.016,0.007,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/4/2020,Nepal,NPL,4-May-20,2,5/4/2020,
NPL,Asia,Nepal,5/5/2020,82,7,0,0,2.814,0.24,0,0,210,13850,0.475,0.007,435,0.015,0.01,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/5/2020,Nepal,NPL,5-May-20,2,5/5/2020,
NPL,Asia,Nepal,5/6/2020,82,0,0,0,2.814,0,0,0,246,14096,0.484,0.008,367,0.013,0.011,tests performed,96.3,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/6/2020,Nepal,NPL,6-May-20,2,5/6/2020,
NPL,Asia,Nepal,5/7/2020,99,17,0,0,3.398,0.583,0,0,415,14511,0.498,0.014,357,0.012,0.017,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/7/2020,Nepal,NPL,7-May-20,2,5/7/2020,
NPL,Asia,Nepal,5/8/2020,101,2,0,0,3.466,0.069,0,0,981,15492,0.532,0.034,416,0.014,0.015,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/8/2020,Nepal,NPL,8-May-20,2,5/8/2020,
NPL,Asia,Nepal,5/9/2020,101,0,0,0,3.466,0,0,0,817,16309,0.56,0.028,459,0.016,0.013,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/9/2020,Nepal,NPL,9-May-20,2,5/9/2020,
NPL,Asia,Nepal,5/10/2020,109,8,0,0,3.741,0.275,0,0,589,16898,0.58,0.02,496,0.017,0.014,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/10/2020,Nepal,NPL,10-May-20,2,5/10/2020,
NPL,Asia,Nepal,5/11/2020,120,11,0,0,4.119,0.378,0,0,911,17809,0.611,0.031,596,0.02,0.011,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/11/2020,Nepal,NPL,11-May-20,2,5/11/2020,
NPL,Asia,Nepal,5/12/2020,134,14,0,0,4.599,0.48,0,0,1155,18964,0.651,0.04,731,0.025,0.01,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/12/2020,Nepal,NPL,12-May-20,2,5/12/2020,
NPL,Asia,Nepal,5/13/2020,217,83,0,0,7.448,2.849,0,0,2376,21340,0.732,0.082,1035,0.036,0.019,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/13/2020,Nepal,NPL,13-May-20,2,5/13/2020,
NPL,Asia,Nepal,5/14/2020,219,2,0,0,7.516,0.069,0,0,1324,22664,0.778,0.045,1165,0.04,0.015,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/14/2020,Nepal,NPL,14-May-20,2,5/14/2020,
NPL,Asia,Nepal,5/15/2020,258,39,0,0,8.855,1.339,0,0,1250,23914,0.821,0.043,1203,0.041,0.019,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/15/2020,Nepal,NPL,15-May-20,2,5/15/2020,
NPL,Asia,Nepal,5/16/2020,276,18,0,0,9.473,0.618,0,0,2777,26691,0.916,0.095,1483,0.051,0.017,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/16/2020,Nepal,NPL,16-May-20,2,5/16/2020,
NPL,Asia,Nepal,5/17/2020,291,15,1,1,9.987,0.515,0.034,0.034,1470,28161,0.967,0.05,1609,0.055,0.016,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/17/2020,Nepal,NPL,17-May-20,2,5/17/2020,
NPL,Asia,Nepal,5/18/2020,304,13,2,1,10.434,0.446,0.069,0.034,2563,30724,1.054,0.088,1845,0.063,0.014,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/18/2020,Nepal,NPL,18-May-20,2,5/18/2020,
NPL,Asia,Nepal,5/19/2020,375,71,2,0,12.87,2.437,0.069,0,2282,33006,1.133,0.078,2006,0.069,0.017,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/19/2020,Nepal,NPL,19-May-20,2,5/19/2020,
NPL,Asia,Nepal,5/20/2020,402,27,2,0,13.797,0.927,0.069,0,2488,35494,1.218,0.085,2022,0.069,0.013,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/20/2020,Nepal,NPL,20-May-20,2,5/20/2020,
NPL,Asia,Nepal,5/21/2020,444,42,2,0,15.238,1.441,0.069,0,3243,38737,1.329,0.111,2296,0.079,0.014,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/21/2020,Nepal,NPL,21-May-20,2,5/21/2020,
NPL,Asia,Nepal,5/22/2020,487,43,3,1,16.714,1.476,0.103,0.034,3780,42517,1.459,0.13,2658,0.091,0.012,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/22/2020,Nepal,NPL,22-May-20,2,5/22/2020,
NPL,Asia,Nepal,5/23/2020,548,61,3,0,18.808,2.094,0.103,0,3442,45959,1.577,0.118,2753,0.094,0.014,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/23/2020,Nepal,NPL,23-May-20,2,5/23/2020,
NPL,Asia,Nepal,5/24/2020,584,36,3,0,20.043,1.236,0.103,0,2856,48815,1.675,0.098,2951,0.101,0.014,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/24/2020,Nepal,NPL,24-May-20,2,5/24/2020,
NPL,Asia,Nepal,5/25/2020,603,19,3,0,20.695,0.652,0.103,0,2827,51642,1.772,0.097,2988,0.103,0.014,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/25/2020,Nepal,NPL,25-May-20,2,5/25/2020,
NPL,Asia,Nepal,5/26/2020,682,79,4,1,23.407,2.711,0.137,0.034,3055,54697,1.877,0.105,3099,0.106,0.014,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/26/2020,Nepal,NPL,26-May-20,2,5/26/2020,
NPL,Asia,Nepal,5/27/2020,772,90,4,0,26.496,3.089,0.137,0,3580,58277,2,0.123,3255,0.112,0.016,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/27/2020,Nepal,NPL,27-May-20,2,5/27/2020,
NPL,Asia,Nepal,5/28/2020,886,114,4,0,30.408,3.913,0.137,0,2639,60916,2.091,0.091,3168,0.109,0.02,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/28/2020,Nepal,NPL,28-May-20,2,5/28/2020,
NPL,Asia,Nepal,5/29/2020,1042,156,5,1,35.762,5.354,0.172,0.034,3238,64154,2.202,0.111,3091,0.106,0.026,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/29/2020,Nepal,NPL,29-May-20,2,5/29/2020,
NPL,Asia,Nepal,5/30/2020,1212,170,6,1,41.597,5.835,0.206,0.034,2575,66729,2.29,0.088,2967,0.102,0.032,tests performed,92.59,29136808,204.43,25,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,70.78,5/30/2020,Nepal,NPL,30-May-20,2,5/30/2020,
