iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,life_expectancy,DateTime_Out,Entity,Code,Right_Date,Stay at home requirements (OxBSG),Right_DateTime_Out,reference id
ARG,South America,Argentina,3/11/2020,19,7,1,0,0.42,0.155,0.022,0,30,158,0.003,0.001,17,0,0.151,people tested,25,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/11/2020,Argentina,ARG,11-Mar-20,0,3/11/2020,
ARG,South America,Argentina,3/13/2020,31,12,1,0,0.686,0.266,0.022,0,83,282,0.006,0.002,33,0.001,0.126,people tested,25,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/13/2020,Argentina,ARG,13-Mar-20,0,3/13/2020,
ARG,South America,Argentina,3/14/2020,34,3,2,1,0.752,0.066,0.044,0.022,49,331,0.007,0.001,38,0.001,0.098,people tested,25,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/14/2020,Argentina,ARG,14-Mar-20,0,3/14/2020,
ARG,South America,Argentina,3/15/2020,45,11,2,0,0.996,0.243,0.044,0,79,410,0.009,0.002,46,0.001,0.112,people tested,25,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/15/2020,Argentina,ARG,15-Mar-20,0,3/15/2020,
ARG,South America,Argentina,3/16/2020,56,11,2,0,1.239,0.243,0.044,0,100,510,0.011,0.002,59,0.001,0.107,people tested,41.67,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/16/2020,Argentina,ARG,16-Mar-20,0,3/16/2020,
ARG,South America,Argentina,3/17/2020,65,9,2,0,1.438,0.199,0.044,0,120,630,0.014,0.003,72,0.002,0.105,people tested,41.67,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/17/2020,Argentina,ARG,17-Mar-20,0,3/17/2020,
ARG,South America,Argentina,3/18/2020,79,14,2,0,1.748,0.31,0.044,0,190,820,0.018,0.004,95,0.002,0.09,people tested,41.67,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/18/2020,Argentina,ARG,18-Mar-20,0,3/18/2020,
ARG,South America,Argentina,3/19/2020,97,18,2,0,2.146,0.398,0.044,0,137,957,0.021,0.003,108,0.002,0.103,people tested,75,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/19/2020,Argentina,ARG,19-Mar-20,3,3/19/2020,
ARG,South America,Argentina,3/20/2020,128,31,3,1,2.832,0.686,0.066,0.022,214,1171,0.026,0.005,127,0.003,0.109,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/20/2020,Argentina,ARG,20-Mar-20,3,3/20/2020,
ARG,South America,Argentina,3/21/2020,158,30,3,0,3.496,0.664,0.066,0,295,1466,0.032,0.007,162,0.004,0.109,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/21/2020,Argentina,ARG,21-Mar-20,3,3/21/2020,
ARG,South America,Argentina,3/22/2020,225,67,4,1,4.978,1.482,0.089,0.022,218,1684,0.037,0.005,182,0.004,0.141,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/22/2020,Argentina,ARG,22-Mar-20,3,3/22/2020,
ARG,South America,Argentina,3/23/2020,266,41,4,0,5.886,0.907,0.089,0,257,1941,0.043,0.006,204,0.005,0.147,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/23/2020,Argentina,ARG,23-Mar-20,3,3/23/2020,
ARG,South America,Argentina,3/24/2020,301,35,4,0,6.66,0.774,0.089,0,389,2330,0.052,0.009,243,0.005,0.139,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/24/2020,Argentina,ARG,24-Mar-20,3,3/24/2020,
ARG,South America,Argentina,3/25/2020,387,86,6,2,8.563,1.903,0.133,0.044,446,2776,0.061,0.01,279,0.006,0.158,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/25/2020,Argentina,ARG,25-Mar-20,3,3/25/2020,
ARG,South America,Argentina,3/26/2020,502,115,8,2,11.107,2.544,0.177,0.044,485,3261,0.072,0.011,329,0.007,0.176,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/26/2020,Argentina,ARG,26-Mar-20,3,3/26/2020,
ARG,South America,Argentina,3/27/2020,589,87,12,4,13.032,1.925,0.266,0.089,362,3623,0.08,0.008,350,0.008,0.188,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/27/2020,Argentina,ARG,27-Mar-20,3,3/27/2020,
ARG,South America,Argentina,3/28/2020,690,101,17,5,15.267,2.235,0.376,0.111,412,4035,0.089,0.009,367,0.008,0.207,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/28/2020,Argentina,ARG,28-Mar-20,3,3/28/2020,
ARG,South America,Argentina,3/29/2020,745,55,19,2,16.484,1.217,0.42,0.044,625,4660,0.103,0.014,425,0.009,0.175,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/29/2020,Argentina,ARG,29-Mar-20,3,3/29/2020,
ARG,South America,Argentina,3/30/2020,820,75,20,1,18.143,1.659,0.443,0.022,534,5194,0.115,0.012,465,0.01,0.17,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/30/2020,Argentina,ARG,30-Mar-20,3,3/30/2020,
ARG,South America,Argentina,3/31/2020,966,146,24,4,21.374,3.23,0.531,0.089,591,5785,0.128,0.013,494,0.011,0.192,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,3/31/2020,Argentina,ARG,31-Mar-20,3,3/31/2020,
ARG,South America,Argentina,4/1/2020,966,0,24,0,21.374,0,0.531,0,933,6718,0.149,0.021,563,0.012,0.147,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/1/2020,Argentina,ARG,1-Apr-20,3,4/1/2020,
ARG,South America,Argentina,4/2/2020,1133,167,31,7,25.069,3.695,0.686,0.155,1296,8014,0.177,0.029,679,0.015,0.133,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/2/2020,Argentina,ARG,2-Apr-20,3,4/2/2020,
ARG,South America,Argentina,4/3/2020,1133,0,34,3,25.069,0,0.752,0.066,1262,9276,0.205,0.028,808,0.018,0.096,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/3/2020,Argentina,ARG,3-Apr-20,3,4/3/2020,
ARG,South America,Argentina,4/4/2020,1265,132,37,3,27.989,2.921,0.819,0.066,1098,10374,0.23,0.024,906,0.02,0.091,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/4/2020,Argentina,ARG,4-Apr-20,3,4/4/2020,
ARG,South America,Argentina,4/5/2020,1451,186,43,6,32.105,4.115,0.951,0.133,830,11204,0.248,0.018,935,0.021,0.108,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/5/2020,Argentina,ARG,5-Apr-20,3,4/5/2020,
ARG,South America,Argentina,4/6/2020,1554,103,46,3,34.384,2.279,1.018,0.066,1095,12299,0.272,0.024,1015,0.022,0.103,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/6/2020,Argentina,ARG,6-Apr-20,3,4/6/2020,
ARG,South America,Argentina,4/7/2020,1628,74,53,7,36.021,1.637,1.173,0.155,1398,13697,0.303,0.031,1130,0.025,0.084,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/7/2020,Argentina,ARG,7-Apr-20,3,4/7/2020,
ARG,South America,Argentina,4/8/2020,1715,87,60,7,37.946,1.925,1.328,0.155,1545,15242,0.337,0.034,1218,0.027,0.088,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/8/2020,Argentina,ARG,8-Apr-20,3,4/8/2020,
ARG,South America,Argentina,4/9/2020,1795,80,65,5,39.716,1.77,1.438,0.111,1452,16694,0.369,0.032,1240,0.027,0.076,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/9/2020,Argentina,ARG,9-Apr-20,3,4/9/2020,
ARG,South America,Argentina,4/10/2020,1894,99,79,14,41.907,2.19,1.748,0.31,1249,17943,0.397,0.028,1238,0.027,0.088,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/10/2020,Argentina,ARG,10-Apr-20,3,4/10/2020,
ARG,South America,Argentina,4/11/2020,1975,81,82,3,43.699,1.792,1.814,0.066,1347,19290,0.427,0.03,1274,0.028,0.08,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/11/2020,Argentina,ARG,11-Apr-20,3,4/11/2020,
ARG,South America,Argentina,4/12/2020,2137,162,89,7,47.283,3.584,1.969,0.155,1082,20372,0.451,0.024,1310,0.029,0.075,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/12/2020,Argentina,ARG,12-Apr-20,3,4/12/2020,
ARG,South America,Argentina,4/13/2020,2203,66,95,6,48.743,1.46,2.102,0.133,1421,21793,0.482,0.031,1356,0.03,0.068,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/13/2020,Argentina,ARG,13-Apr-20,3,4/13/2020,
ARG,South America,Argentina,4/14/2020,2272,69,98,3,50.27,1.527,2.168,0.066,1683,23476,0.519,0.037,1397,0.031,0.066,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/14/2020,Argentina,ARG,14-Apr-20,3,4/14/2020,
ARG,South America,Argentina,4/15/2020,2432,160,105,7,53.81,3.54,2.323,0.155,1699,25175,0.557,0.038,1419,0.031,0.072,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/15/2020,Argentina,ARG,15-Apr-20,3,4/15/2020,
ARG,South America,Argentina,4/16/2020,2432,0,109,4,53.81,0,2.412,0.089,1746,26921,0.596,0.039,1461,0.032,0.062,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/16/2020,Argentina,ARG,16-Apr-20,3,4/16/2020,
ARG,South America,Argentina,4/17/2020,2560,128,115,6,56.642,2.832,2.544,0.133,1718,28639,0.634,0.038,1528,0.034,0.062,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/17/2020,Argentina,ARG,17-Apr-20,3,4/17/2020,
ARG,South America,Argentina,4/18/2020,2658,98,122,7,58.811,2.168,2.699,0.155,1651,30290,0.67,0.037,1571,0.035,0.062,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/18/2020,Argentina,ARG,18-Apr-20,3,4/18/2020,
ARG,South America,Argentina,4/19/2020,2828,170,132,10,62.572,3.761,2.921,0.221,1185,31475,0.696,0.026,1586,0.035,0.062,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/19/2020,Argentina,ARG,19-Apr-20,3,4/19/2020,
ARG,South America,Argentina,4/20/2020,2930,102,134,2,64.829,2.257,2.965,0.044,1819,33294,0.737,0.04,1643,0.036,0.063,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/20/2020,Argentina,ARG,20-Apr-20,3,4/20/2020,
ARG,South America,Argentina,4/21/2020,3020,90,142,8,66.82,1.991,3.142,0.177,2288,35582,0.787,0.051,1729,0.038,0.062,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/21/2020,Argentina,ARG,21-Apr-20,3,4/21/2020,
ARG,South America,Argentina,4/22/2020,3132,112,151,9,69.299,2.478,3.341,0.199,2019,37601,0.832,0.045,1775,0.039,0.056,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/22/2020,Argentina,ARG,22-Apr-20,3,4/22/2020,
ARG,South America,Argentina,4/23/2020,3276,144,159,8,72.485,3.186,3.518,0.177,2200,39801,0.881,0.049,1840,0.041,0.066,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/23/2020,Argentina,ARG,23-Apr-20,3,4/23/2020,
ARG,South America,Argentina,4/24/2020,3423,147,165,6,75.737,3.253,3.651,0.133,2477,42278,0.935,0.055,1948,0.043,0.063,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/24/2020,Argentina,ARG,24-Apr-20,3,4/24/2020,
ARG,South America,Argentina,4/25/2020,3423,0,167,2,75.737,0,3.695,0.044,2072,44350,0.981,0.046,2009,0.044,0.054,people tested,100,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/25/2020,Argentina,ARG,25-Apr-20,3,4/25/2020,
ARG,South America,Argentina,4/26/2020,3767,344,185,18,83.348,7.611,4.093,0.398,1419,45769,1.013,0.031,2042,0.045,0.066,people tested,98.15,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/26/2020,Argentina,ARG,26-Apr-20,3,4/26/2020,
ARG,South America,Argentina,4/27/2020,3767,0,186,1,83.348,0,4.115,0.022,1794,47563,1.052,0.04,2038,0.045,0.059,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/27/2020,Argentina,ARG,27-Apr-20,2,4/27/2020,
ARG,South America,Argentina,4/28/2020,3990,223,197,11,88.283,4.934,4.359,0.243,2111,49674,1.099,0.047,2013,0.045,0.069,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/28/2020,Argentina,ARG,28-Apr-20,2,4/28/2020,
ARG,South America,Argentina,4/29/2020,4114,124,207,10,91.026,2.744,4.58,0.221,2405,52079,1.152,0.053,2068,0.046,0.068,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/29/2020,Argentina,ARG,29-Apr-20,2,4/29/2020,
ARG,South America,Argentina,4/30/2020,4272,158,214,7,94.522,3.496,4.735,0.155,2201,54280,1.201,0.049,2068,0.046,0.069,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,4/30/2020,Argentina,ARG,30-Apr-20,2,4/30/2020,
ARG,South America,Argentina,5/1/2020,4415,143,218,4,97.686,3.164,4.823,0.089,1987,56267,1.245,0.044,1998,0.044,0.071,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/1/2020,Argentina,ARG,1-May-20,2,5/1/2020,
ARG,South America,Argentina,5/2/2020,4519,104,225,7,99.987,2.301,4.978,0.155,1506,57773,1.278,0.033,1918,0.042,0.082,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/2/2020,Argentina,ARG,2-May-20,2,5/2/2020,
ARG,South America,Argentina,5/3/2020,4668,149,237,12,103.284,3.297,5.244,0.266,1336,59109,1.308,0.03,1906,0.042,0.068,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/3/2020,Argentina,ARG,3-May-20,2,5/3/2020,
ARG,South America,Argentina,5/4/2020,4770,102,246,9,105.541,2.257,5.443,0.199,1871,60980,1.349,0.041,1917,0.042,0.075,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/4/2020,Argentina,ARG,4-May-20,2,5/4/2020,
ARG,South America,Argentina,5/5/2020,4874,104,260,14,107.842,2.301,5.753,0.31,2363,63343,1.402,0.052,1953,0.043,0.065,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/5/2020,Argentina,ARG,5-May-20,2,5/5/2020,
ARG,South America,Argentina,5/6/2020,5007,133,264,4,110.785,2.943,5.841,0.089,2117,65460,1.448,0.047,1912,0.042,0.067,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/6/2020,Argentina,ARG,6-May-20,2,5/6/2020,
ARG,South America,Argentina,5/7/2020,5195,188,273,9,114.944,4.16,6.04,0.199,2290,67750,1.499,0.051,1924,0.043,0.069,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/7/2020,Argentina,ARG,7-May-20,2,5/7/2020,
ARG,South America,Argentina,5/8/2020,5358,163,282,9,118.551,3.607,6.24,0.199,2100,69850,1.545,0.046,1940,0.043,0.069,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/8/2020,Argentina,ARG,8-May-20,2,5/8/2020,
ARG,South America,Argentina,5/9/2020,5598,240,293,11,123.861,5.31,6.483,0.243,1954,71804,1.589,0.043,2004,0.044,0.077,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/9/2020,Argentina,ARG,9-May-20,2,5/9/2020,
ARG,South America,Argentina,5/10/2020,5763,165,300,7,127.512,3.651,6.638,0.155,1433,73237,1.62,0.032,2018,0.045,0.078,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/10/2020,Argentina,ARG,10-May-20,2,5/10/2020,
ARG,South America,Argentina,5/11/2020,5776,13,300,0,127.8,0.288,6.638,0,2371,75608,1.673,0.052,2090,0.046,0.069,people tested,94.44,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/11/2020,Argentina,ARG,11-May-20,2,5/11/2020,
ARG,South America,Argentina,5/12/2020,6021,245,305,5,133.22,5.421,6.748,0.111,2455,78063,1.727,0.054,2103,0.047,0.078,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/12/2020,Argentina,ARG,12-May-20,2,5/12/2020,
ARG,South America,Argentina,5/13/2020,6550,529,319,14,144.925,11.705,7.058,0.31,2734,80797,1.788,0.06,2191,0.048,0.101,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/13/2020,Argentina,ARG,13-May-20,2,5/13/2020,
ARG,South America,Argentina,5/14/2020,6866,316,329,10,151.917,6.992,7.279,0.221,2543,83340,1.844,0.056,2227,0.049,0.107,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/14/2020,Argentina,ARG,14-May-20,2,5/14/2020,
ARG,South America,Argentina,5/15/2020,7121,255,353,24,157.559,5.642,7.81,0.531,2819,86159,1.906,0.062,2330,0.052,0.108,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/15/2020,Argentina,ARG,15-May-20,2,5/15/2020,
ARG,South America,Argentina,5/16/2020,7466,345,356,3,165.192,7.633,7.877,0.066,2465,88624,1.961,0.055,2403,0.053,0.111,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/16/2020,Argentina,ARG,16-May-20,2,5/16/2020,
ARG,South America,Argentina,5/17/2020,7792,326,363,7,172.405,7.213,8.032,0.155,1819,90443,2.001,0.04,2458,0.054,0.118,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/17/2020,Argentina,ARG,17-May-20,2,5/17/2020,
ARG,South America,Argentina,5/18/2020,7792,0,366,3,172.405,0,8.098,0.066,2802,93245,2.063,0.062,2520,0.056,0.114,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/18/2020,Argentina,ARG,18-May-20,2,5/18/2020,
ARG,South America,Argentina,5/19/2020,8358,566,382,16,184.929,12.523,8.452,0.354,3806,97051,2.147,0.084,2713,0.06,0.123,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/19/2020,Argentina,ARG,19-May-20,2,5/19/2020,
ARG,South America,Argentina,5/20/2020,8796,438,393,11,194.62,9.691,8.696,0.243,3662,100713,2.228,0.081,2845,0.063,0.113,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/20/2020,Argentina,ARG,20-May-20,2,5/20/2020,
ARG,South America,Argentina,5/21/2020,9270,474,403,10,205.108,10.488,8.917,0.221,3906,104619,2.315,0.086,3040,0.067,0.113,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/21/2020,Argentina,ARG,21-May-20,2,5/21/2020,
ARG,South America,Argentina,5/22/2020,9918,648,416,13,219.445,14.338,9.204,0.288,3996,108615,2.403,0.088,3208,0.071,0.125,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/22/2020,Argentina,ARG,22-May-20,2,5/22/2020,
ARG,South America,Argentina,5/23/2020,10636,718,433,17,235.332,15.886,9.581,0.376,3013,111628,2.47,0.067,3286,0.073,0.138,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/23/2020,Argentina,ARG,23-May-20,2,5/23/2020,
ARG,South America,Argentina,5/24/2020,11340,704,445,12,250.908,15.577,9.846,0.266,2451,114079,2.524,0.054,3377,0.075,0.15,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/24/2020,Argentina,ARG,24-May-20,2,5/24/2020,
ARG,South America,Argentina,5/25/2020,12063,723,452,7,266.905,15.997,10.001,0.155,2949,117028,2.589,0.065,3398,0.075,0.18,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/25/2020,Argentina,ARG,25-May-20,2,5/25/2020,
ARG,South America,Argentina,5/26/2020,12615,552,467,15,279.119,12.214,10.333,0.332,3379,120407,2.664,0.075,3337,0.074,0.182,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/26/2020,Argentina,ARG,26-May-20,2,5/26/2020,
ARG,South America,Argentina,5/27/2020,13215,600,484,17,292.395,13.276,10.709,0.376,3957,124364,2.752,0.088,3379,0.075,0.187,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/27/2020,Argentina,ARG,27-May-20,2,5/27/2020,
ARG,South America,Argentina,5/28/2020,13920,705,500,16,307.993,15.599,11.063,0.354,4152,128516,2.844,0.092,3414,0.076,0.195,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/28/2020,Argentina,ARG,28-May-20,2,5/28/2020,
ARG,South America,Argentina,5/29/2020,14689,769,508,8,325.008,17.015,11.24,0.177,4527,133043,2.944,0.1,3490,0.077,0.195,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/29/2020,Argentina,ARG,29-May-20,2,5/29/2020,
ARG,South America,Argentina,5/30/2020,15406,717,520,12,340.873,15.864,11.505,0.266,3524,136567,3.022,0.078,3563,0.079,0.191,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/30/2020,Argentina,ARG,30-May-20,2,5/30/2020,
ARG,South America,Argentina,5/31/2020,16201,795,528,8,358.463,17.59,11.683,0.177,2556,139123,3.078,0.057,3578,0.079,0.194,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,5/31/2020,Argentina,ARG,31-May-20,2,5/31/2020,
ARG,South America,Argentina,6/1/2020,16838,637,539,11,372.557,14.094,11.926,0.243,3606,142729,3.158,0.08,3672,0.081,0.186,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,6/1/2020,Argentina,ARG,1-Jun-20,2,6/1/2020,
ARG,South America,Argentina,6/2/2020,17402,564,556,17,385.036,12.479,12.302,0.376,4028,146757,3.247,0.089,3764,0.083,0.182,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,6/2/2020,Argentina,ARG,2-Jun-20,2,6/2/2020,
ARG,South America,Argentina,6/3/2020,18306,904,569,13,405.038,20.002,12.59,0.288,4567,151324,3.348,0.101,3851,0.085,0.189,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,6/3/2020,Argentina,ARG,3-Jun-20,2,6/3/2020,
ARG,South America,Argentina,6/4/2020,19255,949,583,14,426.035,20.998,12.899,0.31,4191,155515,3.441,0.093,3857,0.085,0.198,people tested,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,6/4/2020,Argentina,ARG,4-Jun-20,2,6/4/2020,
ARG,South America,Argentina,6/5/2020,19255,0,588,5,426.035,0,13.01,0.111,4574,160089,3.542,0.101,3864,0.085,0.169,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,6/5/2020,Argentina,ARG,5-Jun-20,2,6/5/2020,
ARG,South America,Argentina,6/6/2020,21024,1769,632,44,465.176,39.141,13.984,0.974,4272,164361,3.637,0.095,3971,0.088,0.202,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,6/6/2020,Argentina,ARG,6-Jun-20,2,6/6/2020,
ARG,South America,Argentina,6/7/2020,22007,983,648,16,486.926,21.75,14.338,0.354,2434,166795,3.69,0.054,3953,0.087,0.21,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,6/7/2020,Argentina,ARG,7-Jun-20,2,6/7/2020,
ARG,South America,Argentina,6/8/2020,22781,774,664,16,504.052,17.125,14.692,0.354,4330,171125,3.786,0.096,4057,0.09,0.209,people tested,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,76.67,6/8/2020,Argentina,ARG,8-Jun-20,2,6/8/2020,
